ref_id,player,event_name,event_date,round,level,year,period,depth_label,needs_points,needs_shots,sofascore,sofascore_read_directly,sofascore_unobserved,sofascore_observed,live_tennis_api,live_tennis_api_june_sample,sackmann_pbp_copies,tennis_abstract_web,live_tennis_api_archive,sportradar,tdi_tennis_results,infront_itf,enetpulse,stats_perform,slam_feeds,atp_tracking
S0GZ:atp:2018/7860/ms019:O09A,Nikolas Sanchez Izquierdo,Tunisia F37,2018-10-22,R32,ITF main draw,2018,2012-18,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2018/6635/ms011:F840,Nikolas Sanchez Izquierdo,Turkey F36,2018-11-12,R16,ITF main draw,2018,2012-18,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2018/6635/ms022:S0H2,Nikolas Sanchez Izquierdo,Turkey F36,2018-11-12,R32,ITF main draw,2018,2012-18,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2018/6640/ms009:RH54,Nikolas Sanchez Izquierdo,Turkey F37,2018-11-19,R16,ITF main draw,2018,2012-18,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2018/6640/ms019:P0AV,Nikolas Sanchez Izquierdo,Turkey F37,2018-11-19,R32,ITF main draw,2018,2012-18,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/8139/ms012:V762,Nikolas Sanchez Izquierdo,M15 Manacor,2019-01-14,R16,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/8139/ms024:PG13,Nikolas Sanchez Izquierdo,M15 Manacor,2019-01-14,R32,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/8148/ms024:C0AU,Nikolas Sanchez Izquierdo,M15 Palmanova,2019-01-21,R32,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/8153/ms021:L0C1,Nikolas Sanchez Izquierdo,M15 Palmanova,2019-01-28,R32,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/8199/ms023:KI82,Nikolas Sanchez Izquierdo,M15 Tabarka,2019-03-11,R32,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/8212/ms005:Z301,Nikolas Sanchez Izquierdo,M15 Tabarka,2019-03-18,QF,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/8212/ms011:DH54,Nikolas Sanchez Izquierdo,M15 Tabarka,2019-03-18,R16,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/8212/ms023:RE27,Nikolas Sanchez Izquierdo,M15 Tabarka,2019-03-18,R32,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/8222/ms001:BU54,Nikolas Sanchez Izquierdo,M15 Tabarka,2019-03-25,F,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/8222/ms003:D0DB,Nikolas Sanchez Izquierdo,M15 Tabarka,2019-03-25,SF,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/8222/ms007:CN78,Nikolas Sanchez Izquierdo,M15 Tabarka,2019-03-25,QF,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/8222/ms014:J0AZ,Nikolas Sanchez Izquierdo,M15 Tabarka,2019-03-25,R16,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/8222/ms028:C09G,Nikolas Sanchez Izquierdo,M15 Tabarka,2019-03-25,R32,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/8238/ms007:E830,Nikolas Sanchez Izquierdo,M15 Reus,2019-04-08,QF,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/8238/ms015:L0B4,Nikolas Sanchez Izquierdo,M15 Reus,2019-04-08,R16,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/8238/ms031:TC09,Nikolas Sanchez Izquierdo,M15 Reus,2019-04-08,R32,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/8249/ms004:BV25,Nikolas Sanchez Izquierdo,M15 Tabarka,2019-04-15,QF,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/8249/ms009:J521,Nikolas Sanchez Izquierdo,M15 Tabarka,2019-04-15,R16,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/8249/ms019:P0ER,Nikolas Sanchez Izquierdo,M15 Tabarka,2019-04-15,R32,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/8252/ms001:V762,Nikolas Sanchez Izquierdo,M25 Angers,2019-04-22,F,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/8252/ms002:V812,Nikolas Sanchez Izquierdo,M25 Angers,2019-04-22,SF,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/8252/ms004:SK51,Nikolas Sanchez Izquierdo,M25 Angers,2019-04-22,QF,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/8252/ms009:T09X,Nikolas Sanchez Izquierdo,M25 Angers,2019-04-22,R16,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/8252/ms019:CN78,Nikolas Sanchez Izquierdo,M25 Angers,2019-04-22,R32,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/331/ms005:LF26,Nikolas Sanchez Izquierdo,M15 Valldoreix,2019-05-13,QF,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/331/ms011:A09T,Nikolas Sanchez Izquierdo,M15 Valldoreix,2019-05-13,R16,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/331/ms022:K0BJ,Nikolas Sanchez Izquierdo,M15 Valldoreix,2019-05-13,R32,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/389/ms031:GE28,Nikolas Sanchez Izquierdo,M25 Vic,2019-05-20,R32,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/7386/ms007:HB35,Nikolas Sanchez Izquierdo,M15 Tabarka,2019-05-27,QF,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/7386/ms015:B0BJ,Nikolas Sanchez Izquierdo,M15 Tabarka,2019-05-27,R16,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/7386/ms031:J378,Nikolas Sanchez Izquierdo,M15 Tabarka,2019-05-27,R32,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/7400/ms001:O660,Nikolas Sanchez Izquierdo,M15 Tabarka,2019-06-03,F,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/7400/ms003:SK69,Nikolas Sanchez Izquierdo,M15 Tabarka,2019-06-03,SF,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/7400/ms006:M0HC,Nikolas Sanchez Izquierdo,M15 Tabarka,2019-06-03,QF,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/7400/ms013:CO01,Nikolas Sanchez Izquierdo,M15 Tabarka,2019-06-03,R16,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/7400/ms027:F703,Nikolas Sanchez Izquierdo,M15 Tabarka,2019-06-03,R32,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/7404/ms010:MP94,Nikolas Sanchez Izquierdo,M15 Tabarka,2019-06-17,R16,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/7404/ms020:R0DR,Nikolas Sanchez Izquierdo,M15 Tabarka,2019-06-17,R32,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/368/ms008:SX91,Nikolas Sanchez Izquierdo,M25 Montauban,2019-06-24,R16,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/368/ms017:M0GZ,Nikolas Sanchez Izquierdo,M25 Montauban,2019-06-24,R32,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/1587/ms018:CG35,Nikolas Sanchez Izquierdo,M25 Getxo,2019-07-08,R32,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/3618/ms019:BE67,Nikolas Sanchez Izquierdo,Nur-Sultan - CH,2019-07-15,R32,Challenger main draw,2019,2019-21,Result + serve/return totals,True,True,False,False,True,False,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/3618/ms038:MJ69,Nikolas Sanchez Izquierdo,Nur-Sultan - CH,2019-07-15,R64,Challenger main draw,2019,2019-21,Result + serve/return totals,True,True,False,False,True,False,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/6594/ms011:PG13,Nikolas Sanchez Izquierdo,M25 Denia,2019-07-22,R16,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/6594/ms023:M0AA,Nikolas Sanchez Izquierdo,M25 Denia,2019-07-22,R32,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/1591/ms004:L0AT,Nikolas Sanchez Izquierdo,M15 Xativa,2019-07-29,QF,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/1591/ms008:CO01,Nikolas Sanchez Izquierdo,M15 Xativa,2019-07-29,R16,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/1591/ms016:TG93,Nikolas Sanchez Izquierdo,M15 Xativa,2019-07-29,R32,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/240/ms003:U182,Nikolas Sanchez Izquierdo,M25 Vogau,2019-08-05,SF,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/240/ms007:BM05,Nikolas Sanchez Izquierdo,M25 Vogau,2019-08-05,QF,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/240/ms014:D935,Nikolas Sanchez Izquierdo,M25 Vogau,2019-08-05,R16,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/240/ms028:VA27,Nikolas Sanchez Izquierdo,M25 Vogau,2019-08-05,R32,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/1755/ms003:TC11,Nikolas Sanchez Izquierdo,M25 Pitesti,2019-08-12,SF,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/1755/ms007:T0AA,Nikolas Sanchez Izquierdo,M25 Pitesti,2019-08-12,QF,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/1755/ms015:M0DQ,Nikolas Sanchez Izquierdo,M25 Pitesti,2019-08-12,R16,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/1755/ms031:DD67,Nikolas Sanchez Izquierdo,M25 Pitesti,2019-08-12,R32,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/1594/ms012:E830,Nikolas Sanchez Izquierdo,M25 Santander,2019-08-19,R16,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/1594/ms025:G820,Nikolas Sanchez Izquierdo,M25 Santander,2019-08-19,R32,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/448/ms061:LB51,Nikolas Sanchez Izquierdo,Szczecin - CH,2019-09-09,R64,Challenger main draw,2019,2019-21,Result + serve/return totals,True,True,True,False,False,True,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/6590/ms013:LC12,Nikolas Sanchez Izquierdo,Sibiu - CH,2019-09-16,R16,Challenger main draw,2019,2019-21,Result + serve/return totals,True,True,False,False,True,False,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/6590/ms026:Z419,Nikolas Sanchez Izquierdo,Sibiu - CH,2019-09-16,R32,Challenger main draw,2019,2019-21,Result + serve/return totals,True,True,False,False,True,False,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/6590/ms053:TC09,Nikolas Sanchez Izquierdo,Sibiu - CH,2019-09-16,R64,Challenger main draw,2019,2019-21,Result + serve/return totals,True,True,False,False,False,True,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/2137/ms005:F840,Nikolas Sanchez Izquierdo,M25 Santa Margherita Di Pula,2019-09-23,QF,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/2137/ms010:M0HC,Nikolas Sanchez Izquierdo,M25 Santa Margherita Di Pula,2019-09-23,R16,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/2137/ms020:M0J6,Nikolas Sanchez Izquierdo,M25 Santa Margherita Di Pula,2019-09-23,R32,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/1707/ms002:N830,Nikolas Sanchez Izquierdo,M15 Sabadell,2019-09-30,SF,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/1707/ms004:KI71,Nikolas Sanchez Izquierdo,M15 Sabadell,2019-09-30,QF,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/1707/ms008:L0CX,Nikolas Sanchez Izquierdo,M15 Sabadell,2019-09-30,R16,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/1707/ms016:H0DU,Nikolas Sanchez Izquierdo,M15 Sabadell,2019-09-30,R32,ITF main draw,2019,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/1709/ms027:G0AV,Nikolas Sanchez Izquierdo,M25 Riba - Roja de Turia,2019-10-07,R32,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2019/8344/ms016:D0CN,Nikolas Sanchez Izquierdo,M15 Benicarlo,2019-10-21,R32,ITF main draw,2019,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2020/8146/ms001:MI08,Nikolas Sanchez Izquierdo,M15 Cairo,2020-01-13,F,ITF main draw,2020,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2020/8146/ms003:CH19,Nikolas Sanchez Izquierdo,M15 Cairo,2020-01-13,SF,ITF main draw,2020,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2020/8146/ms007:HH36,Nikolas Sanchez Izquierdo,M15 Cairo,2020-01-13,QF,ITF main draw,2020,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2020/8146/ms015:VA67,Nikolas Sanchez Izquierdo,M15 Cairo,2020-01-13,R16,ITF main draw,2020,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2020/8146/ms031:J738,Nikolas Sanchez Izquierdo,M15 Cairo,2020-01-13,R32,ITF main draw,2020,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2020/8152/ms001:PL53,Nikolas Sanchez Izquierdo,M15 Cairo,2020-01-20,F,ITF main draw,2020,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2020/8152/ms002:PG69,Nikolas Sanchez Izquierdo,M15 Cairo,2020-01-20,SF,ITF main draw,2020,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2020/8152/ms004:F0DD,Nikolas Sanchez Izquierdo,M15 Cairo,2020-01-20,QF,ITF main draw,2020,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2020/8152/ms008:RH90,Nikolas Sanchez Izquierdo,M15 Cairo,2020-01-20,R16,ITF main draw,2020,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2020/8152/ms016:CO01,Nikolas Sanchez Izquierdo,M15 Cairo,2020-01-20,R32,ITF main draw,2020,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2020/8148/ms001:O635,Nikolas Sanchez Izquierdo,M15 Palmanova,2020-02-10,F,ITF main draw,2020,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2020/8148/ms003:HA33,Nikolas Sanchez Izquierdo,M15 Palmanova,2020-02-10,SF,ITF main draw,2020,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2020/8148/ms007:PL53,Nikolas Sanchez Izquierdo,M15 Palmanova,2020-02-10,QF,ITF main draw,2020,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2020/8148/ms015:P0CT,Nikolas Sanchez Izquierdo,M15 Palmanova,2020-02-10,R16,ITF main draw,2020,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2020/8148/ms031:S0O1,Nikolas Sanchez Izquierdo,M15 Palmanova,2020-02-10,R32,ITF main draw,2020,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2020/8180/ms001:F0BT,Nikolas Sanchez Izquierdo,M15 Antalya,2020-02-17,F,ITF main draw,2020,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2020/8180/ms002:HB35,Nikolas Sanchez Izquierdo,M15 Antalya,2020-02-17,SF,ITF main draw,2020,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2020/8180/ms005:BM45,Nikolas Sanchez Izquierdo,M15 Antalya,2020-02-17,QF,ITF main draw,2020,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2020/8180/ms010:MO35,Nikolas Sanchez Izquierdo,M15 Antalya,2020-02-17,R16,ITF main draw,2020,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2020/8180/ms020:I09I,Nikolas Sanchez Izquierdo,M15 Antalya,2020-02-17,R32,ITF main draw,2020,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2020/8230/ms013:KC33,Nikolas Sanchez Izquierdo,M25 Antalya,2020-02-24,R16,ITF main draw,2020,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2020/8230/ms026:V0B2,Nikolas Sanchez Izquierdo,M25 Antalya,2020-02-24,R32,ITF main draw,2020,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2020/8238/ms024:E830,Nikolas Sanchez Izquierdo,M25 Murcia,2020-03-02,R32,ITF main draw,2020,2019-21,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2020/8392/qs014:GH92,Nikolas Sanchez Izquierdo,Todi,2020-08-17,Q1,Challenger qualifying,2020,2019-21,Result + serve/return totals,True,True,False,False,False,True,False,False,False,False,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2020/9401/ms003:HA33,Nikolas Sanchez Izquierdo,M15 Anif,2020-08-24,SF,ITF main draw,2020,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0GZ:atp:2020/9401/ms007:DB93,Nikolas Sanchez Izquierdo,M15 Anif,2020-08-24,QF,ITF main draw,2020,2019-21,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
